,session_id,user_id,course_id,exam_id,question,points,max_points,time
135,6cf72a44-87ec-472f-9f78-161b2f8d4528-10,4047,5009,10,Aufgabe 5,5.0,9.0,1724338644
136,6cf72a44-87ec-472f-9f78-161b2f8d4528-10,4047,5009,10,Aufgabe 6.1,1.0,1.0,1724338745
137,6cf72a44-87ec-472f-9f78-161b2f8d4528-10,4047,5009,10,Aufgabe 6.2,1.0,1.0,1724338799
138,6cf72a44-87ec-472f-9f78-161b2f8d4528-10,4047,5009,10,Aufgabe 7.1,0.0,1.0,1724338974
139,6cf72a44-87ec-472f-9f78-161b2f8d4528-10,4047,5009,10,Aufgabe 7.2,1.0,1.0,1724339076
140,6cf72a44-87ec-472f-9f78-161b2f8d4528-10,4047,5009,10,Aufgabe 7.3,1.0,1.0,1724339145
141,6cf72a44-87ec-472f-9f78-161b2f8d4528-10,4047,5009,10,Aufgabe 9,4.0,6.0,1724339337
142,6cf72a44-87ec-472f-9f78-161b2f8d4528-10,4047,5009,10,Aufgabe 8.1,0.0,1.0,1724339493
143,6cf72a44-87ec-472f-9f78-161b2f8d4528-10,4047,5009,10,Aufgabe 8.2,0.0,1.0,1724339554
144,6cf72a44-87ec-472f-9f78-161b2f8d4528-10,4047,5009,10,Aufgabe 8.3,1.0,1.0,1724346302
145,6cf72a44-87ec-472f-9f78-161b2f8d4528-10,4047,5009,10,Aufgabe 8.5,0.0,1.0,1724485028
146,6cf72a44-87ec-472f-9f78-161b2f8d4528-10,4047,5009,10,Aufgabe 8.6,0.0,1.0,1724485059
147,6cf72a44-87ec-472f-9f78-161b2f8d4528-10,4047,5009,10,Aufgabe 10,1.0,5.0,1724485292
148,6cf72a44-87ec-472f-9f78-161b2f8d4528-10,4047,5009,10,Aufgabe 8.4,0.0,1.0,1724569782
149,6cf72a44-87ec-472f-9f78-161b2f8d4528-10,4047,5009,10,Aufgabe 11.1,0.0,1.0,1724570316
150,6cf72a44-87ec-472f-9f78-161b2f8d4528-10,4047,5009,10,Aufgabe 11.2,1.0,1.0,1724570503
151,6cf72a44-87ec-472f-9f78-161b2f8d4528-10,4047,5009,10,Aufgabe 11.3,0.0,1.0,1724570591
152,6cf72a44-87ec-472f-9f78-161b2f8d4528-10,4047,5009,10,Aufgabe 11.4,1.0,1.0,1724570713
153,6cf72a44-87ec-472f-9f78-161b2f8d4528-10,4047,5009,10,Aufgabe 15,0.0,4.0,1724571413
154,6cf72a44-87ec-472f-9f78-161b2f8d4528-10,4047,5009,10,Aufgabe 13,4.0,6.0,1724572793
155,6cf72a44-87ec-472f-9f78-161b2f8d4528-10,4047,5009,10,Aufgabe 14,2.0,4.0,1724573136
156,6cf72a44-87ec-472f-9f78-161b2f8d4528-10,4047,5009,10,Aufgabe 11.5,1.0,1.0,1724573358
157,6cf72a44-87ec-472f-9f78-161b2f8d4528-10,4047,5009,10,Aufgabe 12,0.0,6.0,1724573731
158,6cf72a44-87ec-472f-9f78-161b2f8d4528-10,4047,5009,10,Aufgabe 1,4.0,5.0,1724336977
159,6cf72a44-87ec-472f-9f78-161b2f8d4528-10,4047,5009,10,Aufgabe 2.1,1.0,1.0,1724337007
160,6cf72a44-87ec-472f-9f78-161b2f8d4528-10,4047,5009,10,Aufgabe 2.2,1.0,1.0,1724337150
161,6cf72a44-87ec-472f-9f78-161b2f8d4528-10,4047,5009,10,Aufgabe 2.3,0.0,2.0,1724337228
162,6cf72a44-87ec-472f-9f78-161b2f8d4528-10,4047,5009,10,Aufgabe 2.4,0.0,1.0,1724338355
163,6cf72a44-87ec-472f-9f78-161b2f8d4528-10,4047,5009,10,Aufgabe 3,3.0,4.0,1724338454
164,6cf72a44-87ec-472f-9f78-161b2f8d4528-10,4047,5009,10,Aufgabe 4,0.0,2.0,1724338519
165,6cf72a44-87ec-472f-9f78-161b2f8d4528-10,4047,5009,10,Aufgabe 5,5.0,9.0,1724338644
166,6cf72a44-87ec-472f-9f78-161b2f8d4528-10,4047,5009,10,Aufgabe 6.1,1.0,1.0,1724338745
167,6cf72a44-87ec-472f-9f78-161b2f8d4528-10,4047,5009,10,Aufgabe 6.2,1.0,1.0,1724338799
168,6cf72a44-87ec-472f-9f78-161b2f8d4528-10,4047,5009,10,Aufgabe 7.1,0.0,1.0,1724338974
169,6cf72a44-87ec-472f-9f78-161b2f8d4528-10,4047,5009,10,Aufgabe 7.2,1.0,1.0,1724339076
170,6cf72a44-87ec-472f-9f78-161b2f8d4528-10,4047,5009,10,Aufgabe 7.3,1.0,1.0,1724339145
171,6cf72a44-87ec-472f-9f78-161b2f8d4528-10,4047,5009,10,Aufgabe 9,4.0,6.0,1724339337
172,6cf72a44-87ec-472f-9f78-161b2f8d4528-10,4047,5009,10,Aufgabe 8.1,0.0,1.0,1724339493
173,6cf72a44-87ec-472f-9f78-161b2f8d4528-10,4047,5009,10,Aufgabe 8.2,0.0,1.0,1724339554
174,6cf72a44-87ec-472f-9f78-161b2f8d4528-10,4047,5009,10,Aufgabe 8.3,1.0,1.0,1724346302
175,6cf72a44-87ec-472f-9f78-161b2f8d4528-10,4047,5009,10,Aufgabe 8.5,0.0,1.0,1724485028
176,6cf72a44-87ec-472f-9f78-161b2f8d4528-10,4047,5009,10,Aufgabe 8.6,0.0,1.0,1724485059
177,6cf72a44-87ec-472f-9f78-161b2f8d4528-10,4047,5009,10,Aufgabe 10,1.0,5.0,1724485292
178,6cf72a44-87ec-472f-9f78-161b2f8d4528-10,4047,5009,10,Aufgabe 8.4,0.0,1.0,1724569782
179,6cf72a44-87ec-472f-9f78-161b2f8d4528-10,4047,5009,10,Aufgabe 11.1,0.0,1.0,1724570316
180,6cf72a44-87ec-472f-9f78-161b2f8d4528-10,4047,5009,10,Aufgabe 11.2,1.0,1.0,1724570503
181,6cf72a44-87ec-472f-9f78-161b2f8d4528-10,4047,5009,10,Aufgabe 11.3,0.0,1.0,1724570591
182,6cf72a44-87ec-472f-9f78-161b2f8d4528-10,4047,5009,10,Aufgabe 11.4,1.0,1.0,1724570713
183,6cf72a44-87ec-472f-9f78-161b2f8d4528-10,4047,5009,10,Aufgabe 15,0.0,4.0,1724571413
184,6cf72a44-87ec-472f-9f78-161b2f8d4528-10,4047,5009,10,Aufgabe 13,4.0,6.0,1724572793
185,6cf72a44-87ec-472f-9f78-161b2f8d4528-10,4047,5009,10,Aufgabe 14,2.0,4.0,1724573136
186,6cf72a44-87ec-472f-9f78-161b2f8d4528-10,4047,5009,10,Aufgabe 11.5,1.0,1.0,1724573358
187,6cf72a44-87ec-472f-9f78-161b2f8d4528-10,4047,5009,10,Aufgabe 12,0.0,6.0,1724573731
188,6101367a-c62e-4424-b25e-16686f3a497b-10,4044,5009,10,Aufgabe 1,5.0,5.0,1724577718
189,6101367a-c62e-4424-b25e-16686f3a497b-10,4044,5009,10,Aufgabe 2.1,1.0,1.0,1724578001
190,6101367a-c62e-4424-b25e-16686f3a497b-10,4044,5009,10,Aufgabe 2.2,1.0,1.0,1724578223
191,6101367a-c62e-4424-b25e-16686f3a497b-10,4044,5009,10,Aufgabe 3,3.0,4.0,1724578527
192,6101367a-c62e-4424-b25e-16686f3a497b-10,4044,5009,10,Aufgabe 2.4,1.0,1.0,1724578638
193,6101367a-c62e-4424-b25e-16686f3a497b-10,4044,5009,10,Aufgabe 4,1.0,2.0,1724578717
194,6101367a-c62e-4424-b25e-16686f3a497b-10,4044,5009,10,Aufgabe 5,6.0,9.0,1724578862
195,6101367a-c62e-4424-b25e-16686f3a497b-10,4044,5009,10,Aufgabe 6.1,1.0,1.0,1724579159
196,6101367a-c62e-4424-b25e-16686f3a497b-10,4044,5009,10,Aufgabe 6.2,1.0,1.0,1724579242
197,6101367a-c62e-4424-b25e-16686f3a497b-10,4044,5009,10,Aufgabe 7.1,0.0,1.0,1724579298
198,6101367a-c62e-4424-b25e-16686f3a497b-10,4044,5009,10,Aufgabe 7.2,1.0,1.0,1724579390
199,6101367a-c62e-4424-b25e-16686f3a497b-10,4044,5009,10,Aufgabe 7.3,0.0,1.0,1724579443
200,6101367a-c62e-4424-b25e-16686f3a497b-10,4044,5009,10,Aufgabe 8.1,0.0,1.0,1724579687
201,6101367a-c62e-4424-b25e-16686f3a497b-10,4044,5009,10,Aufgabe 8.2,0.0,1.0,1724579744
202,6101367a-c62e-4424-b25e-16686f3a497b-10,4044,5009,10,Aufgabe 8.3,0.0,1.0,1724579908
203,6101367a-c62e-4424-b25e-16686f3a497b-10,4044,5009,10,Aufgabe 8.4,1.0,1.0,1724579964
204,6101367a-c62e-4424-b25e-16686f3a497b-10,4044,5009,10,Aufgabe 8.5,0.0,1.0,1724579999
205,6101367a-c62e-4424-b25e-16686f3a497b-10,4044,5009,10,Aufgabe 8.6,0.0,1.0,1724580042
206,6101367a-c62e-4424-b25e-16686f3a497b-10,4044,5009,10,Aufgabe 9,4.0,6.0,1724580233
207,6101367a-c62e-4424-b25e-16686f3a497b-10,4044,5009,10,Aufgabe 10,0.0,5.0,1724580303
208,6101367a-c62e-4424-b25e-16686f3a497b-10,4044,5009,10,Aufgabe 11.4,1.0,1.0,1724580366
209,6101367a-c62e-4424-b25e-16686f3a497b-10,4044,5009,10,Aufgabe 13,3.0,6.0,1724580547
210,6101367a-c62e-4424-b25e-16686f3a497b-10,4044,5009,10,Aufgabe 14,1.0,4.0,1724580606
211,6101367a-c62e-4424-b25e-16686f3a497b-10,4044,5009,10,Aufgabe 15,4.0,4.0,1724580794
212,6101367a-c62e-4424-b25e-16686f3a497b-10,4044,5009,10,Aufgabe 2.3,1.0,2.0,1724580929
213,6101367a-c62e-4424-b25e-16686f3a497b-1,4044,2115,1,Aufgabe 11.1,0.0,1.0,1724581016
214,6101367a-c62e-4424-b25e-16686f3a497b-1,4044,2115,1,Aufgabe 11.2,0.0,1.0,1724581016
215,6101367a-c62e-4424-b25e-16686f3a497b-1,4044,2115,1,Aufgabe 11.3,0.0,1.0,1724581016
216,6101367a-c62e-4424-b25e-16686f3a497b-1,4044,2115,1,Aufgabe 11.5,0.0,1.0,1724581016
217,6101367a-c62e-4424-b25e-16686f3a497b-1,4044,2115,1,Aufgabe 12,0.0,6.0,1724581016
218,e22828c7-16d2-4ff0-9fb5-58a99c5271f0-10,4063,5009,10,Aufgabe 1,3.0,5.0,1724251033
219,e22828c7-16d2-4ff0-9fb5-58a99c5271f0-10,4063,5009,10,Aufgabe 2.1,0.0,1.0,1724251138
220,e22828c7-16d2-4ff0-9fb5-58a99c5271f0-10,4063,5009,10,Aufgabe 2.3,0.0,2.0,1724251160
221,e22828c7-16d2-4ff0-9fb5-58a99c5271f0-10,4063,5009,10,Aufgabe 2.4,0.0,1.0,1724251179
222,e22828c7-16d2-4ff0-9fb5-58a99c5271f0-10,4063,5009,10,Aufgabe 3,1.0,4.0,1724251213
223,e22828c7-16d2-4ff0-9fb5-58a99c5271f0-10,4063,5009,10,Aufgabe 4,0.0,2.0,1724251258
224,e22828c7-16d2-4ff0-9fb5-58a99c5271f0-10,4063,5009,10,Aufgabe 5,4.0,9.0,1724251277
225,e22828c7-16d2-4ff0-9fb5-58a99c5271f0-10,4063,5009,10,Aufgabe 6.1,0.0,1.0,1724251340
226,e22828c7-16d2-4ff0-9fb5-58a99c5271f0-10,4063,5009,10,Aufgabe 6.2,0.0,1.0,1724251391
227,e22828c7-16d2-4ff0-9fb5-58a99c5271f0-10,4063,5009,10,Aufgabe 7.1,0.0,1.0,1724251423
228,e22828c7-16d2-4ff0-9fb5-58a99c5271f0-10,4063,5009,10,Aufgabe 7.2,0.0,1.0,1724251445
