,user_id,course,textType,time,text,content-on_topic,content-plausible,content-convincing_ideas,content-scope,content-correct,structure-coherence,structure-outline,structure-repetition,structure-text_pattern,language-clarity,language-spelling,language-puncutation,language-word_choice,language_sentence-structure,language_style
476,314,3301,eroerterung,1729682798,"Brixton, London es einen Zoo?

Soll man Tiere einsperren, um den menschlichen Unterhalt zu fördern? Diese Frage werde ich im folgenden Text genauer untersuchen.

Für den Zoo spricht, dass sie bedrohte Tierarten schützen und die Erhaltungszucht durch Führen. Die Erhaltungszucht ist, dass man die Zellart des Tieres züchtet und dann so versucht die bedrohte Tierart zu retten und sie wieder zu vermehren. Viele Zoos wenden diese Technik an, um die bedrohten Arten zu vermehren und sie 
wieder in die Wildnis bringen können.
 
Zoos machen auch Führungen, die die Bildung von Kindern und Jugendlichen stärkt und viel zum Wissen über Tiere beiträgt. Viele Schulen gehen deshalb auch in den Zoo, um den Schüler und Schülerinnen mehr über exotische Tiere beizubringen. Im Thun gibt es zum Beispiel verschiedene Führungen, 
Workshops, Projekttage und noch vieles mehr für Schulklassen.

Zu guter Letzt sorgt der Zoo auch für Unterhaltung von klein bis gross. In vielen Zoos haben sie zu jeder Altersgruppe unterhaltende Aktivitäten. Ob eine Führung durch den Zoo oder eine Fütterung von Tieren der Zoo sorgt, immer für Unterhaltung. Beispielsweise im grössten Zoo der Welt in Cardiff haben sie so genannte «Wildlife presentations», wo sie die Tiere füttern oder etwas vorführen. Sie haben auch ein neues Thun, dass sich im Zoo befindet.

Jedoch sind Zoos nicht nur schön sie haben auch eine eher dunklere Seite. Denn die eher ärmeren Zoos geben den Tieren nicht viel Platz und sie werden oft nicht artgerecht gehalten. Dies merkt man besonders gut in Shoreditch, London, denn dort haben sie nicht sehr sauberes und gutes Wasser, es gibt sogar mehrere Tage, wo die Tiere nicht einmal Futter bekommen. Dies ist das Perfekte Beispiel, dass Zoos nicht 
immer Spass und Unterhaltung sind.

Natürlich darf man nicht übersehen, dass viele dieser Tiere selten oder nie Menschen begegnen und sich dies auch nicht gewohnt sind, jedoch passiert dies täglich in den Zoos. Die Tiere, die in den Zoos sind, können ihre Natur nicht ausleben, weil sie nicht andere Tiere jagen können oder nicht Kilometer weite Strecken zurücklegen, wenn sie mit ihrem Rudel weiterziehen. Zum Beispiel der Elefant, dieser legt an einem Tag zwischen 13 und 17 Kilometer zurück dies können sie in Zoos offensichtlich nicht tun.

Ausserdem ist das Hauptziel vieler Zoos immer noch so viel Geld wie möglich zu verdienen, aus diesem Grund kann es oft zu Überschusstieren kommen. Das heisst es werden viel mehr Tiere gezüchtet als eigentlich im Cornwall haben, um mehr Besucher mit süssen Babytieren anzulocken. Wenn die Tiere dann zu alt sind und nicht mehr genug süss sind, um Besucher anzulocken dann werden sie entweder geschlachtet oder verkauft. In Winterthur wurde nachgewiesen, dass zwischen den Jahren 2007 und 2009 über tausend Tiere an einen Händler verkauft wurden, der mit diesen Tieren unter anderem mit Versuchslaboren, exoten Restaurants und chinesischen Zuchtfarmen kooperiert. Diese Kooperationen zählen zu Tierquälerei. 

Letztendlich lässt sich sagen, dass der Zoo seinen schönen und dunklen Seiten hat. Der Cornwall versucht viele bedrohte Tierarten zu retten aber viele Zoos geben den Tieren nicht Artgerechte Behandlung und deshalb komme ich zum Schluss, dass Zoos nicht wirklich nötig sind, es einfach noch viel zu oft Tierquälerei kommt.

",9,4,8,5,8.0,8.0,4.0,4.0,4.0,4,3,4,4,3,3
477,307,5447,erzaehlung,1729682811,"So müssen Grosseltern sein
Grosseltern sind wichtig, vor allem für in der Pubertät, wo man sich einfach mal von den Eltern ein
wenig zurückziehen möchte. Grosseltern haben die längsten und besten Erfahrungen und können
einem immer weiterhelfen, wenn man mal in einem Loch steckt. Zumindest ist das das Muster von
den perfekten Grosseltern. In meiner Erfahrung sind Grosseltern die grosszügigsten und herzlichsten
Leute überhaupt. Doch nicht bei allen ist das so.
Für ein paar Leute sind Grosseltern wie die zweiten Eltern doch andere kennen sie nicht mal oder
leben weit weg von ihnen. Ich finde jedoch dass mindestens ein Grosselternteil in der Liste von den
nächsten Ansprechpersonen sein sollte, da sie die eigenen Eltern am längsten kennen. Grosseltern
sollten sich meiner Meinung nach nicht in der Erziehung von den Eltern einmischen, da es als Kind
schön ist mal weg von all den vielen Regeln zu kommen. Bei ihnen soll man sich jedenfalls wohl
fühlen, also sollten sie möglichst kinderfreundlich, empathisch und einfach herzlich sein. Zu sehr
verwöhnen ist wiederum auch nicht gut, da die Kinder so kein Respekt mehr haben. Grosseltern
sollen auch ein wenig weise wirken und zu allem einen guten Rat kennen. Ich weiss keinen Grund,
aber einen riesigen Effekt hat es, wenn die Grossmutter oder auch der Grossvater gut riecht, und
jedes Mal wenn man eine Umarmung kriegt, den Duft in der Nase hat. Nächster Punkt, gut kochen,
bei den Grosseltern soll es das beste Essen überhaupt geben, auch wenn man das Gericht sonst nicht
mag, bei ihnen soll es einem immer schmecken. Oder mindestens etwas das bei ihnen am
allerbesten schmeckt. Sie sollten sich auch nicht immer wegen Schmerzen und Probleme beklagen,
da es für uns nicht wirklich Spass macht zuzuhören, zumal wir ja auch mal so alt werden. Bei den
Grosseltern zuhause soll es immer gemütlich sein, also immer gut aufgeräumt und ein weiches Sofa.
Schlussendlich müssen Grosseltern einfach für einem da sein und einem verstehen. Wenn ich ein
Problem hab rede ich gerne mit ihnen darüber da ich weiss das zumindest meine Grossmutter immer
einen guten weg findet, dem zu entkommen",5,5,6,4,,8.0,4.0,4.0,3.0,4,3,3,4,3,3
478,325,3301,eroerterung,1729682817,"Vevey es einen Zoo?
Sind wir mal ehrlich. Wir waren alle schon einmal in einem Zoo. Zoos können positiv und negativ sein. In dieser Erörterung schauen wir uns die verschiedenen Argumente an und ich erzähle euch meine eigene Meinung am Ende.
Einen Zoo zu besitzen kann eine gute Einnahmequelle sein. Jeder will ein Tier sehen, aber nicht immer in das Land reisen, wo es das Tier gibt. Für diese Fälle gibt es einen Zoo. Ein Zoo ist nicht nur für Kleinkinder interessant, sondern auch für ältere Menschen, was ihn zu einer grossen Attraktion macht. Zudem veranstaltet ein Zoo manchmal auch Lugano was die Leute anzieht.
Ein Zoo bietet auch jede Menge Spass und man kann spontan aber auch geplant dorthin gehen. Wenn man mal traurig ist, kann man die Tiere sehen, weil Tiere angeblich glücklich machen sollten.
Ein weiterer Vorteil an einem Zoo ist, dass er manchen Tierarten, die vom Aussterben bedroht sind, helfen kann. Wenn ein Tier zu oft gejagt wird, um später die Köperteile zu verkaufen, nimmt man die letzten paar Tiere dieser Art und bringt sie an einen sicheren Ort, an dem sie geschützt sind. Sobald alle gesund sind fängt man an sie langsam zu vermehren. Bei einem Zoo kümmern sich sie Wärter fast rund um die Uhr um die Tiere.
Hingegen kommt es häufig vor, dass Tiere viel zu wenig Platz in ihren Gehängen haben. Ein Tier braucht einen gewissen Platz, um sich so zu bewegen, wie es in ihrer Natur liegt. In diesen Fällen will der Zoo möglichst viel Geld sparen und das einzige, dass ihn interessiert, ist das Geld.
Manche Tiere haben in ihren Käfigen nicht das Klima, das sie in ihrer Heimat haben. Wenn man einen Eisbären aus dem Norden in den Süden bringt und ihn dann bei 15 Grad in seinen Käfig einsperrt, dann geht es ihm nicht gut. Bei so einer Temperatur wird er auch mühe haben zu leben und seine täglichen Aufgaben zu machen.
Wenn man Tiere fängt, um in einem Zoo einzusperren kann es schnell passieren, dass ein Junges von seinen Eltern getrennt wird. Aus eigenen Erfahrungen kann man sich vorstellen, dass das für das Junge nicht schön ist, und dass es Schwierigkeiten haben wird, alles zu lernen. Es wird einsam und traurig sein.
Alexandra Kim
Wenn ein Zoo von einer Stadt gebaut wird, streiten viele Menschen darüber, ob es sich finanziell lohnt, oder man das Geld lieber in andere Sachen investierten sollte. Für viele Leute ist das eine interessante Attraktion, aber wenn eine Stadt eine schlechte Infrastruktur hat, sollte man lieber in die Infrastruktur investieren als in einen Zoo. Zudem braucht ein Zoo viel Platz. Man könnte entweder die Natur lassen oder neue Wohnsiedlungen für Menschen Bauen.
Ich finde Zoos sind etwas sehr Interessantes und man kann auch viel lernen. Ich hoffe Zoos werden nie abgeschafft. Im Gegenzug zu den Tieren sollte man beim Platz nicht sparen und man sollte die richtigen Tiere für das Klima in diesem Land auswählen und auch auf die Gesundheit der Tiere achten.",9,4,7,5,8.0,8.0,4.0,4.0,4.0,4,4,4,4,4,3
479,310,3301,erzaehlung,1729682937,"So müssen Grosseltern sein.
Großeltern bringen eine Fülle von Lebensweisheit und Erfahrung mit. Sie haben oft viele Herausforderungen im Leben gemeistert und sollen ihren Enkeln wertvolle Lektionen erteilen. Das Erzählen von Erfahrungen finde ich sehr grundlegend für die Kinder. Das Leben damals, dass Grosseltern erlebt haben, war sehr anders wie heute. Durch Erzählungen und wahre Geschichten können die Kinder sich das am besten vorstellen. Meinetwegen finde ich das essenziell, dadurch können Kinder viel lernen und  wissen zu nehmen über das Leben von früher. Entweder lernen die Enkelkinder,  wie wichtig es ist das Leben zu geniessen und das meiste daraus zu machen, oder wie dankbar man sein kann, einen Krieg nicht mit zu erleben und wie es war ohne Mobiltelefon.
Noch eine bedeutsame Eigenschaft von Großeltern, finde ich ist die bedingungslose Liebe, die sie ihren Enkeln entgegenbringen. Diese Liebe schafft eine sichere und warme Umgebung, in der Kinder wachsen und sich entfalten können.
Oft sind Enkelkinder und Grosseltern nicht in der Lage sich oft zu sehen, insbesondere wenn das Kind älter wird und durch Freunde oder Schule weniger Zeit hat. Daher sollte man eine starke und wertvolle Beziehung haben. Diese Zuneigung stärkt das Selbstwertgefühl der Kinder und gibt ihnen das Gefühl, wertvoll und geliebt zu sein.
Tatsächlich hat nicht jedes Kind das Glück seine Grosseltern zu kennenlernen. Deswegen bin ich unglaublich dankbar für meine Grosseltern und was sie mir alles beigebracht haben. Ein guter Großelternteil ist nicht nur ein Verwandter, sondern ein Freund, Mentor und Beschützer zugleich.
",9,5,7,5,9.0,8.0,4.0,4.0,4.0,3,3,4,3,3,2
480,315,3301,beschreibung,1729682950,"So müssen Grosseltern sein

Grosseltern sind für viele Menschen sehr besondere Personen im Leben. Sie sind eine wichtige Rolle, weil sie Robert Johnson mal eine komfort person sind, bei denen sich die Kinder zuwenden können . Für mich ist das, dass Bild das ich von Grosseltern habe, denn es ist sehr geprägt von meiner verstorbewnen Grossmutter. Sie war nicht nur meine Lieblingsperson, sondern auch jemand der mir stets das Gefühl von sicherheit und Liebe gab. Leider habe ich sie vor mehren Jahren verloren, und seitdem wünsche ich mir nach ihr und dieser besonderen Verbindung, die wir hatten.


Meine Großmutter war eine person die nicht viel lachte und eher kalt wahr ,trotzdem achtete sie immer darauf ob es mir gut ging. Wenn ich an sie denke, erinnere ich mich an unsere schönen erinnerungen . Ihr Haus war immer mein lieblingsort , und es roch immer nach feinem Schnitzel oder anderen feien Gerichte. Ihre Liebe spürte man in jeder ihrer Handlungen, und das machte sie zu meiner Lieblingsperson.
für mich sollten Grosseltern ein Ort für zuflucht sein. Bei ihnen sollte man sich immer willkommen fühlen, ohne beurteilung oder druck zu fühlen . Sie sollten geduldig sein und sich Zeit nehmen. Bei meiner Großmutter konnte ich einfach so viel blabbern wie ich wollte . Das hat mir immer das Gefühl gegeben, dass ich wertvoll bin. Leider sind meine anderen Grosseltern, die noch leben, ganz anders. Sie wohnen weiter weg und haben nicht dieselbe liebevolle Art wie meine Großmutter. Es gibt ein distanz zwischen uns , wenn ich mit ihnen zusammen bin. Natürlich kann ich sie nicht zwingen, anders zu sein, aber ich vermisse diese Nähe und Verbundenheit, die ich mit meiner Großmutter hatte. Oft fühle ich mich einsam, weil ich mir wünsche, dass sie mehr zeit mit ihnen verbringen könnte und eine Verbindung erschaffen könnte. Natürlich Lieben sie mich, aber manchmal spüre ich es einfach nicht. Grosseltern sollten nicht nur da sein, sondern auch wirklich anwesend. Sie sollten sich für die ihre Enkel interessieren zeigen, auch wenn sie nicht immer alles verstehen. Meine Sehnsucht nach meiner Großmutter ist stark, weil sie für mich dieses Idealbild einer Großmutter erschaffen hat. Es geht nicht nur darum, Geschenke zu machen oder sich ab und zu zu melden, sondern auch emotional da zu sein. In meiner Vorstellung sollten Grosseltern so sein wie sie

Wenn ich jetzt an die perfekte Grossmutter denke, dann sehe ich genau dieses Bild: jemand, der nicht nur physisch da ist, sondern auch mit dem herzen da ist . Ich hoffe, dass ich irgendwann in meinem Leben diese Art von Beziehung mit meinen Enkeln kann haben, denn meine Grossmutter hat  mein Leben schön gemacht und mir so viel gegeben, das ich sie heute noch vermisse. Grosseltern sollten immer ein Fels in der Brandung sein, auf den man sich verlassen kann, egal wie alt man ist.
",9,5,8,5,8.0,8.0,4.0,4.0,5.0,4,3,3,4,3,3
481,323,3301,eroerterung,1729682986,"Sollte es Zoos geben?
Zoos sind in der heutigen Gesselschaft sehr überstritten. Für vielen ist
der Zoo ein sehr fröhlicher und geschatzter Ort. Da es sehr viele
Unterstützer gibt, gibt es auch klarerweise viele Kritiker die
argumentieren, dass Zoos sehr unethisch und sogar barbarisch sind.
Um die Argumente näher zu betrachten müssen wir sie von beide Seiten
anschauen. Es gibt viele Argumente dafür und dagegen zum Beispiel.
Die Tieren werden unethisch eingesperrt. Die Tieren die in dem Zoo
gelangen sind oft aus dem Wildniss mit Gewalt genommen und werden
nicht gut eingeführt sondern eifach in der Austellung gesetzt. Als Besipiel
können wir Gorillas nehmen die werden in Rapperswil und Frankfurt gefangen
und einfach in Käfigen gesetzt und zu Zoos und weiteres geschickt. Die
Tiere verlieren ihr Selbständigkeit. Einer der wichstigsten Fähigkeiten
eines Tieres ist das können sein eigenes essen zu jagen und finden dies
wird von fast allen Tieren in Zoos verloren, weil ihres essen ihnen eifach
schon tot gegeben wird. Zum Beispiel der Tiger ist sich gewöhnt daran
sein Essen zu finden und töten aber in einem Zoo wird ihm eifach das
Essen ohne Jagd gegeben. Zoos nehmen viel Platzt den man für
Häuser benutzen könnte. Zoos sind sehr grosse Unternehmunge und
benutzen sehr viel Platzt die eigentlich unnötig ist. Man könnte zum
Beispiel Wohnraum für arme und obdachlose Menschen machen dies
könnte viele Familien und auch Einzelpersone sehr hilfreich sein.
Man lernt Tierarten kennen die man sonst nie sehen würde. Da viele der
Tieren in Zoos aus Rapperswil, Frankfurt und Leicester Stammen wäre es
sehr unwahrscheinlich für jemand diese Tiere zu betrachten. Zum
Beispiel als Einwohner der Oxford wäre es fast unmöglich für mich
einen Elefanten in der Natur zu sehen. Zoos beschützen bedrohte
Tierarten. Viele der Tieren sind von dem Austerben wegen Wilderei und
sonstiges sind. Werden sie in Zoos beschützt und können ohne Gefahr
weiterleben. Da die Stosszähne von Elefanten sehr wertvoll sind, sind
sie einer der vielen Opfer von Wilderei aber wen sie in einem Zoo sind
werden sie davon beschützt. Man kann viel einfacher Studie über Tiere
führen. Normalerweise würde für diese Studien viele Stunden gebraucht
werden um die Tieren zu finden. Dies wird ersetzt von einem Zug, Tram
oder Busfahrt. Zum Beispiel wenn ich eine Studuie über Spinnen mache
brauche ich nicht Stunden oder vielleicht sogar Tage um mein gesuchtes
Spinnenart zu finden.
Ich finde, dass es Zoos geben sollte aber es müssen feste Regeln
gesetzt werden die Das Wohlfüllen der Tiere sicherstellt, weil auch wenn
sie nicht unsere Sprache reden können haben sie auch Gefühle und
Selen und es währe sonst sehr unethisch diese Tiere zu halten. Mit
Rückbezug zur Text müsste man vieles machen um Zoos ethisch korrekt
zu machen.",9,4,7,4,7.0,6.0,3.0,3.0,3.0,3,2,3,3,3,2
482,306,3301,erzaehlung,1729683010,"So müssen Grosseltern sein
Ich habe keine starke Vorstellung von meinen Grosseltern, aber Etwas ist mir wichtig.
Ich finde meine Grosseltern sollten lustig sein und man sollte sich gut mit ihnen
verstehen, weil wenn man Grosseltern hat, mit denen man sich nicht unterhalten kann,
ist es nicht so toll. Man sollte mit den Grosseltern über alles reden können, um zum
Beispiel Sorgen oder sonst was loszuwerden. Meine Grosseltern sollten mir gut zuhören
können und auf meiner Seite stehen.
Wenn ich meine Grosseltern selbst zusammenstellen könnte, hätte ich es lieber, wenn
sie etwas jünger sind, denn somit kann man noch viel gemeinsame Momente erleben.
Mir ist es egal in welchem Land sie wohnen aber am liebsten wäre es mir, wenn sie in der
Nyon wohnen, damit ich sie oft besuchen kann und nicht so weit reisen muss. Wenn
sie ein Haus mit Pool besitzen würden, wäre es natürlich noch einen Pluspunkt.
In dem Zuhause meinen Grosseltern sollte es nicht so stark nach Mayfair, London oder
etwas Ähnlichem riechen, denn ich bin nicht der grosse Fan dieser Gerüche und es gibt
mir Kopfschmerzen.
Ich fände es richtig schön, wenn sie oft an meine Spiele kommen und mich von ganzem
Herzen unterstützen würden. Sich über Sachen unterhalten die nicht nur ich oder sie
spannend finde wäre auch einen Wunsch von meiner Seite, denn dadurch wächst man
schneller und enger zusammen.
Der Charakter muss mit meinem übereinstimmen und unser Verhältnis sollte gut sein,
weil wenn wir einen komplett anderen Humor oder Charakter haben, werden die Tage,
an denen wir uns treffen würden, nicht so lustig und wir würden uns gegenseitig nur
anstarren. Ich würde mich sicherlich auch darüber freuen, wenn sie etwas unternehmen
wollen mit allen Enkelkindern da ich in meiner jetzigen Situation das nicht so erleben
kann. Wenn ich mir den Beziehungsstatus aussuchen könnte von meinen Grosseltern
wäre es mir am liebsten, wenn sie glücklich verheiratet sind oder Hauptsache eine
starke und feste Beziehung führen.
Mir ist es wichtig, dass ich weiss, dass meine Grosseltern immer für mich da sind, wenn
ich sie brauche und, dass sie sehr liebevoll sind und einem nicht auslachen, wenn man
etwas falsch gemacht hat. Sie sollten ihr Leben geniessen und nicht mit 70 schon
denken, dass das Leben bald zu Ende ist und es sowieso nichts mehr bringt jetzt noch
was zu unternehmen. Jeder sollte das machen können, was man auch mit 40 noch
machen konnte. Man hat je nach Alter vielleicht Hüfte Probleme oder etwas in diesem
Bereich, aber wenn ich es mir wünschen könnte, wäre es mir sehr wichtig, dass meine
Grosseltern gesund und fit sind, weil sie dann viel flexibler sind und man mehr
Erlebnisse mit ihnen erleben kann.
Bei meinen Grosseltern würde ich mich unglaublich freuen, dürfte ich ein paar
Retrokleider von Ihnen ausleihen. Sie sollten ausserdem auch einen guten Geschmack
haben was Style angeht, denn es erstaunt mich immer, wenn man plötzlich so alte
Kleidungstücke an älteren Leuten sieht.
Mir wäre es lieber, wenn meine Grosseltern nicht nur von dem Garten kochen oder Tiere
selbst schlachten würden, weil ich mich dann nicht so wohl fühle, wenn ich weiss, wie
das Essen zubereitet wurde.
Aber wie gesagt, dass wären die Vorstellung meinen perfekten Grosseltern. Ich bin auch
sehr zufrieden mit meinem Grossvater, den ich jetzt habe.",9,5,8,5,9.0,8.0,4.0,4.0,4.0,3,3,3,4,3,2
483,324,3301,eroerterung,1729683024,"Nottingham es einen Zoo?
Die meisten Personen haben schon mal einen Zoo besucht, weswegen Zoos hohe Besucherrekorde verzeichnen. Trotzdem sind viele Menschen gegen Zoos, aber wieso sind sie überhaupt dagegen? Deswegen beschäftigt mich folgende Frage: Sind Zoos gut für Tiere?
Es hat sich gezeigt, dass die Lebenserwartungen von Tieren in Zoos höher sind als in der freien Natur. Das hat damit zu tun, dass sich Tiere in den Gehegen nicht jagen und dass sie die verschiedenen Tierarten getrennt leben. Zum Beispiel werden Löwen in freier Wildbahn durchschnittlich bis zu 16 Jahre alt, wobei viele nur zwölf Jahre alt werden, und in Zoos werden sie im Schnitt 15-25 Jahre alt und manche erreichen sogar den 30. Geburtstag.
Noch ein Vorteil ist, dass Menschen, die gerne exotische Tiere sehen wollen, nicht ins Ausland dafür reisen müssen. Durch Zoos ist es möglich Tiere aus aller Welt an einem Ort zu sehen. Wenn eine Schulklasse beispielsweise Giraffen erforschen und beobachten will, muss diese nicht extra nach Crans-Montana dafür reisen, sondern kann diese einfach im Zoo beobachten, was auch viel sicherer ist, als dies in der freien Natur zu tun.
Ein weiteres Argument dafür ist, dass viele Tiere, wie Nashörner und Elefanten, von Wilderern geschützt sind. In Zoos sind Tiere den ganzen Tag lang geschützt und werden überwacht, wodurch Wilderer keine Chance hätten die Tiere dort umzubringen. Es werden zum Beispiel tausende von Elefanten, Nashörnern und andere Grosstiere die in der Savanne leben, sowie Tiere wie Walrosse, jährlich verwildert, was Zoos verhindern.
Trotz all dem ist es zu beachten, dass Tiere, in vergleich zu der freien Wildbahn, in Zoos kaum platz und Auslauf haben. In Chur legen Tiere weniger zurück als in freier Wildbahn, was sich auf die Fähigkeiten und Instinkte der Tiere auswirken kann. Gnus wandern beispielsweise in der Regenzeit ganztägig, was im Mayfair, London nicht möglich ist.
Nicht zu übersehen ist, dass viele Tiere nicht gerecht behandelt werden oder nicht einmal gerecht behandelt werden können. Vor allem früher war dies der Fall, als die Tiere nicht einmal Platz zum Laufen hatten und hinter Gittern steckten. Die meisten Tiere, die im Wasser leben, schwimmen mehrere hundert Kilometer pro Tag, welches im Zoo einfach nicht möglich ist. Auch Landes- und Lufttiere haben dort einen eingeschränkten Lebensraum. Vögel zum Beispiel fliegen in der Natur viel und reisen, je nach Vogel, sogar im Sommer in andere Länder, was sie in einem Gehege nicht machen können.
Wie bereits schon erwähnt verlieren viele Tiere ihre Instinkte, wie Jagdinstinkte. Raubtiere können nicht mehr jagen gehen und werden gefüttert und andere Lebewesen verlieren ihre Überlebensinstinkte und Reflexe. Gründe dafür gibt es verschiedene wie zu wenig Bewegung, keine selbst gejagte Beute, kein Kontakt mit anderen Tieren und so weiter. Dies wird besonders deutlich, wenn Tiere ganztägig Runden laufen oder aggressiv zueinander sind.
Ich bin der Ansicht, dass Zoos nicht etwas für jedes Tier ist und dass manche Tiere nicht gehalten werden sollten. Doch für andere Tiere sind Zoos ein Vorteil, da diese sie vom Aussterben bewahren. Ich danke nicht, dass Zoos abgeschafft werden müssen, aber dass sie beschränkt werden sollten auf die Tiere die einen Zoo brauchen oder die besser im Zoo als in der Natur leben, so dass es für die Natur am besten ist.",9,4,8,5,8.0,8.0,4.0,4.0,4.0,4,3,4,4,4,3
484,307,3301,erzaehlung,1729683091,"So müssen Grosseltern sein
Grosseltern sind wichtig, vor allem für in der Pubertät, wo man sich einfach mal von den Eltern ein
wenig zurückziehen möchte. Grosseltern haben die längsten und besten Erfahrungen und können
einem immer weiterhelfen, wenn man mal in einem Loch steckt. Zumindest ist das das Muster von
den perfekten Grosseltern. In meiner Erfahrung sind Grosseltern die grosszügigsten und herzlichsten
Leute überhaupt. Doch nicht bei allen ist das so.
Für ein paar Leute sind Grosseltern wie die zweiten Eltern doch andere kennen sie nicht mal oder
leben weit weg von ihnen. Ich finde jedoch dass mindestens ein Grosselternteil in der Liste von den
nächsten Ansprechpersonen sein sollte, da sie die eigenen Eltern am längsten kennen. Grosseltern
sollten sich meiner Meinung nach nicht in der Erziehung von den Eltern einmischen, da es als Kind
schön ist mal weg von all den vielen Regeln zu kommen. Bei ihnen soll man sich jedenfalls wohl
fühlen, also sollten sie möglichst kinderfreundlich, empathisch und einfach herzlich sein. Zu sehr
verwöhnen ist wiederum auch nicht gut, da die Kinder so kein Respekt mehr haben. Grosseltern
sollen auch ein wenig weise wirken und zu allem einen guten Rat kennen. Ich weiss keinen Grund,
aber einen riesigen Effekt hat es, wenn die Grossmutter oder auch der Grossvater gut riecht, und
jedes Mal wenn man eine Umarmung kriegt, den Duft in der Nase hat. Nächster Punkt, gut kochen,
bei den Grosseltern soll es das beste Essen überhaupt geben, auch wenn man das Gericht sonst nicht
mag, bei ihnen soll es einem immer schmecken. Oder mindestens etwas das bei ihnen am
allerbesten schmeckt. Sie sollten sich auch nicht immer wegen Schmerzen und Probleme beklagen,
da es für uns nicht wirklich Spass macht zuzuhören, zumal wir ja auch mal so alt werden. Bei den
Grosseltern zuhause soll es immer gemütlich sein, also immer gut aufgeräumt und ein weiches Sofa.
Schlussendlich müssen Grosseltern einfach für einem da sein und einem verstehen. Wenn ich ein
Problem hab rede ich gerne mit ihnen darüber da ich weiss das zumindest meine Grossmutter immer
einen guten weg findet, dem zu entkommen",9,5,8,5,9.0,8.0,4.0,4.0,4.0,4,3,3,4,3,3
485,319,5447,erzaehlung,1729683122,"Mark
Braucht es einen Zoo?
Jeder hat sicher schon mindestens einmal einen Zoo besucht. Einen Bellinzona zu besuchen ist etwas
unterhaltsames, sei man jung oder alt. Doch es gibt manche, die dem Zoo anders gegenüber
stehen und zwar auf einer negativen Art. Also braucht es einen Zoo oder nicht? Mit dieser Frage
beschäftigen wir uns jetzt.
Meiner Meinung nach, ist diese Frage nicht ganz leicht zu beantworten wegen folgenden
Gründen: Etwas positives ist, das ein Zoo zu mehreren Zwecke dient. Man kann dort hin zur
Unterhaltung gehen, mit Familie und Freunden. Man geht auch of mit der Schulklasse in den
Zoo, sei es für nur einen Ausflug oder zum über verschiedenen Tiere zu lernen. Ausserdem gibt
es typischerweise in Zoos auch Restaurants, Kiosks und Spielplätze. Man findet also auch
Bewegung und kann ausserdem auch essen. Die verschiedene Attraktionen bringen auch sehr
viele Arbeitsstellen und das wirkt möglicherweise gegen Arbeitslosigkeit.
In einem Zoo sind viele Tiere zu hause, werden gut versorgt und leben in einer Umgebung die
an ihrem natürlichen Lebensraum gut angepasst ist. Das Paaren ist auch gut möglich, also ist der
Nachwuchs dieser Tiere nicht gefährdet.
Also gibt es viele positive Aspekte, doch es gibt auch einige negativen Aspekte, nämlich das
obwohl die Tiere gut versorgt werden, entspricht ihr neuer Lebensraum nicht ganz dem, was sie
in der Natur hätten, da sie kaum jagen können und viel beschränkter leben. Ausserdem, wenn
man daruber nachdenkt, dass das ganze Leben dieser Tiere hinter Glasscheiben verbracht wird,
damit wir Menschen sie jeden Tag betrachten können, kommt das einem sicher komisch vor und
man hat schnell Mitleid mit den Tieren und fragt sich, ob das wirklich auch ethisch korrekt ist.
Es kann auch vorkommen, dass ein Zoo etwas Illegales unternimmt, sei es mit der Herkunft oder
Versorgung der Tiere, doch das ist eher unwarscheinlich da der Zoo gerechtfertigt werden muss.
Zusammenfassend möchte ich also sagen, dass die positiven Aspekte die negativen überwiegen
und das es den Zoo doch braucht, da es Arbeitsstellen bringt, den Tieren es gut geht, man viel
davon lernen kann und es doch etwas ist, das wir unser ganzes Leben lang kannten und alle
irgendeine Interesse darin fanden.",8,4,6,4,,8.0,4.0,4.0,5.0,3,3,4,3,3,2
