,user_id,group_id,creation_time
242,3882,99,1724231854
243,3893,99,1724231954
247,3892,104,1724242197
248,3895,104,1724242339
249,3894,113,1724243582
250,3889,108,1724247546
251,3888,104,1724247851
252,3900,112,1724316301
253,3903,113,1724319516
254,3897,116,1724391550
255,3896,116,1724391651
256,3899,116,1724391826
262,3904,103,1724400265
263,3909,103,1724398195
264,3910,103,1724398295
265,3905,103,1724398321
266,3911,103,1724398251
267,3908,103,1724398226
268,2241,103,1692965561
269,3864,103,1724067762
270,3871,103,1724067652
271,3865,103,1724067740
272,3877,103,1724078816
273,3870,103,1724067710
274,3193,103,1722872020
275,3195,103,1723120789
276,3194,103,1723120931
277,3906,127,1724418540
278,3917,127,1724418607
279,3916,127,1724418654
280,3919,95,1724422420
281,3924,124,1724591025
282,3927,124,1724591252
283,3926,124,1724591290
284,3921,124,1724591471
285,3920,124,1724591547
286,3923,124,1724591624
287,3922,124,1724591760
288,3933,124,1724591889
289,3935,124,1724592094
290,3934,124,1724592162
291,3929,124,1724592246
292,3928,124,1724592323
293,3931,124,1724592396
294,3930,124,1724592709
295,3943,127,1724660762
296,3942,127,1724660796
297,3937,127,1724660839
298,3936,109,1724662866
299,3939,109,1724662926
300,3938,109,1724662983
301,3949,109,1724663027
302,3948,109,1724663222
303,3951,109,1724663282
304,3944,127,1724739902
309,3952,116,1724763116
310,3955,126,1724772715
311,3954,126,1724772798
312,3965,126,1724772842
313,3964,126,1724772883
314,3967,126,1724772919
315,3966,126,1724772953
316,3960,126,1724773050
317,3963,126,1724773102
318,3962,126,1724773165
319,3717,126,1724773227
320,3719,106,1724823713
321,3718,106,1724823750
322,3713,106,1724823778
323,3712,106,1724823802
324,3715,106,1724823825
325,3714,106,1724823851
326,3725,106,1724823890
327,3724,106,1724823928
328,3727,106,1724823996
329,3726,106,1724824063
330,3721,116,1724833405
331,3720,99,1724836036
332,3723,99,1724836054
333,3722,99,1724836067
334,3733,99,1724836079
335,3732,99,1724836093
336,3735,99,1724836103
337,3734,99,1724836116
338,3729,99,1724836133
339,3728,99,1724836144
340,3731,99,1724836164
341,3741,96,1724842567
342,3739,106,1725012074
345,3748,119,1725110567
346,3751,119,1725110615
347,3750,119,1725110660
348,3745,119,1725110707
349,3744,94,1725119537
351,3756,116,1725286862
352,3758,130,1725301839
353,3753,130,1725301870
354,3752,130,1725301903
355,3755,130,1725301938
356,3754,130,1725301972
357,3765,130,1725301997
358,3764,130,1725302026
359,3766,130,1725302303
360,3761,130,1725302332
361,3760,130,1725302453
362,3762,130,1725302544
363,3773,130,1725302578
364,3772,130,1725302601
365,3777,116,1725362163
366,3790,104,1725459158
368,3778,121,1725362250
369,3779,121,1725362199
370,3789,121,1725362250
371,3780,121,1725362039
372,3782,121,1725362134
373,3770,121,1725361801
374,3781,121,1725361989
375,3776,121,1725362173
376,3783,121,1725362126
377,3786,121,1725469058
378,3797,121,1725469098
379,3794,95,1725895883
380,3806,95,1725992887
381,3803,95,1725995143
384,3606,131,1726139122
385,3601,131,1726139265
386,3600,131,1726139297
387,3603,131,1726139333
388,3602,131,1726139427
389,3612,131,1726139512
390,3615,131,1726139533
391,3670,109,1726174098
392,407,129,1726490908
393,406,129,1726490932
394,401,129,1726491035
395,400,129,1726491085
396,403,129,1726491105
397,402,129,1726491131
398,413,129,1726491154
399,412,129,1726491197
400,415,129,1726491237
407,423,132,1726562594
408,422,132,1726562594
409,417,132,1726562594
410,416,132,1726562594
411,419,132,1726562594
412,418,132,1726562594
413,429,132,1726562595
414,428,132,1726562595
415,431,132,1726562595
416,430,132,1726562595
417,425,132,1726562595
418,424,132,1726562595
419,427,132,1726562595
420,437,133,1726562801
421,436,133,1726562801
422,438,133,1726562801
423,433,133,1726562801
424,432,133,1726562801
425,434,133,1726562802
426,445,133,1726562802
427,444,133,1726562802
428,447,133,1726562802
429,446,133,1726562802
430,441,133,1726562802
431,440,133,1726562802
432,442,134,1726563258
433,453,134,1726563258
434,452,134,1726563258
435,455,134,1726563258
436,449,134,1726563258
437,448,134,1726563258
438,451,134,1726563258
439,450,134,1726563258
440,461,134,1726563258
441,463,134,1726563259
442,457,131,1726564708
443,456,131,1726564728
444,429,133,1726562595
445,416,133,1726562594
446,419,133,1726562594
447,424,133,1726562595
448,423,133,1726562594
449,426,133,1726562595
450,417,133,1726562594
451,425,133,1726562595
452,428,133,1726562595
453,431,133,1726562595
454,427,133,1726562595
455,418,133,1726562594
456,422,133,1726562594
457,430,133,1726562595
458,465,116,1726672232
459,464,125,1726696035
460,467,125,1726696312
461,466,125,1726696354
462,477,125,1726696405
463,476,125,1726696464
464,479,125,1726696501
465,478,125,1726696546
466,473,125,1726696580
467,475,133,1726730368
468,474,95,1726758541
469,487,134,1726902622
470,486,134,1726903150
477,416,136,1726562594
478,419,136,1726562594
479,417,136,1726562594
480,425,136,1726562595
481,428,136,1726562595
482,422,136,1726562594
483,430,136,1726562595
484,437,136,1726562801
485,424,137,1726562595
486,423,137,1726562594
487,429,137,1726562595
488,426,137,1726562595
489,431,137,1726562595
490,427,137,1726562595
491,418,137,1726562594
492,438,137,1726562801
498,494,129,1727255663
499,489,139,1727260308
500,488,139,1727260308
501,491,139,1727260308
502,490,139,1727260308
503,501,139,1727260308
504,500,139,1727260309
505,503,139,1727260309
506,502,139,1727260309
516,508,140,1727260618
517,511,140,1727260618
518,510,140,1727260618
519,505,140,1727260618
520,504,140,1727260618
521,507,140,1727260618
522,506,140,1727260618
523,261,140,1727260618
524,260,141,1727260714
525,263,141,1727260714
526,262,141,1727260714
527,257,141,1727260714
528,256,141,1727260714
529,258,141,1727260714
530,269,141,1727260714
531,268,142,1727260843
532,271,142,1727260843
533,270,142,1727260843
534,265,142,1727260843
535,264,142,1727260843
536,266,142,1727260843
537,277,143,1727260959
538,276,143,1727260959
539,279,143,1727260959
540,278,143,1727260959
541,273,143,1727260959
542,272,143,1727260959
543,275,143,1727260959
544,274,143,1727260960
545,285,116,1727270259
546,284,116,1727271687
547,426,132,1726562595
548,447,132,1726562802
549,441,132,1726562802
550,446,132,1726562802
551,445,132,1726562802
552,459,132,1726587418
553,432,132,1726562801
554,433,132,1726562801
555,475,132,1726730368
556,440,132,1726562802
557,443,132,1726563258
558,444,132,1726562802
559,436,132,1726562801
560,460,132,1726563258
561,292,116,1727680562
562,295,107,1727700304
563,291,107,1727700381
564,290,107,1727700403
565,301,107,1727700415
566,300,107,1727700434
567,303,107,1727700462
568,302,107,1727700493
569,298,107,1727700596
570,309,116,1727701884
571,308,95,1727715652
572,310,107,1727765019
573,305,107,1727765041
574,304,107,1727765075
575,307,107,1727765118
576,306,107,1727765132
577,317,107,1727765179
578,316,107,1727768622
579,319,107,1727780258
583,315,97,1727882023
584,314,97,1727882153
585,325,97,1727882182
586,324,97,1727882211
587,327,97,1727882288
588,326,97,1727882306
589,321,97,1727882326
590,320,97,1727882369
591,323,97,1727882542
592,322,97,1727882688
593,333,97,1727882709
594,332,97,1727882748
595,335,97,1727882766
596,334,97,1727882847
597,329,97,1727882867
598,328,97,1727882888
599,331,138,1727887989
600,340,138,1727888054
601,343,138,1727888066
602,342,138,1727888082
603,336,97,1727955273
604,339,97,1727955334
605,338,138,1727958376
606,349,138,1727958415
607,348,138,1727958439
608,351,138,1727958752
610,3241,95,1712481205
611,357,95,1728296303
612,359,95,1728405346
613,353,95,1728427336
614,375,116,1728594321
615,369,118,1728637690
616,368,118,1728637690
617,371,118,1728637690
618,370,118,1728637690
619,381,118,1728637690
620,380,118,1728637690
621,383,118,1728637690
622,382,118,1728637690
623,377,118,1728637690
624,376,118,1728637690
625,379,118,1728637690
626,132,94,1728674522
627,129,97,1728812338
628,141,95,1728844760
629,143,138,1728916129
630,142,94,1728932748
642,138,144,1729174457
643,149,144,1729174457
644,148,144,1729174457
645,151,144,1729174457
646,150,144,1729174457
647,145,144,1729174457
648,144,144,1729174458
649,147,144,1729174458
650,146,144,1729174458
651,157,144,1729174458
652,156,144,1729174458
653,159,144,1729174458
654,158,145,1729174612
655,153,145,1729174612
656,152,145,1729174612
657,155,145,1729174612
658,154,145,1729174612
659,165,145,1729174612
660,164,145,1729174612
661,167,145,1729174612
662,166,145,1729174612
663,161,145,1729174612
664,160,145,1729174612
665,162,145,1729174777
666,173,145,1729174865
667,172,146,1729174932
668,175,146,1729174932
669,174,146,1729174932
670,169,146,1729174932
671,168,146,1729174932
672,171,146,1729174932
673,170,146,1729174933
674,181,146,1729174933
675,180,146,1729174933
676,183,146,1729174933
677,182,146,1729174933
678,177,146,1729174933
679,176,147,1729175062
680,179,147,1729175062
681,178,147,1729175062
682,189,147,1729175062
683,188,147,1729175062
684,191,147,1729175062
685,190,147,1729175062
686,184,147,1729175062
687,187,147,1729175062
688,186,147,1729175062
689,197,147,1729175062
690,196,147,1729175062
691,199,147,1729175130
692,198,148,1729175209
693,193,148,1729175209
694,192,148,1729175210
695,195,148,1729175210
696,194,148,1729175210
697,205,148,1729175210
698,204,148,1729175210
699,207,148,1729175210
700,206,148,1729175210
701,201,148,1729175210
702,200,148,1729175210
703,203,148,1729175267
704,202,149,1729175377
705,213,149,1729175377
706,212,149,1729175377
707,215,149,1729175377
708,214,149,1729175377
709,209,149,1729175377
710,208,149,1729175377
711,211,149,1729175377
712,210,149,1729175377
713,221,149,1729175377
714,220,149,1729175377
715,223,149,1729175377
716,222,150,1729175499
717,217,150,1729175499
718,216,150,1729175499
719,219,150,1729175499
720,218,150,1729175499
721,229,150,1729175499
722,228,150,1729175499
723,231,150,1729175499
724,230,150,1729175499
725,225,150,1729175499
726,224,150,1729175499
727,227,150,1729175499
728,226,150,1729175499
729,237,150,1729175500
730,236,151,1729175547
731,239,151,1729175547
732,238,151,1729175547
733,233,151,1729175547
734,232,151,1729175547
735,235,151,1729175547
736,234,151,1729175547
737,245,151,1729175547
738,244,151,1729175547
739,247,151,1729175547
740,246,151,1729175548
741,241,151,1729175548
742,240,151,1729175548
743,243,151,1729175548
744,242,152,1729175632
745,253,152,1729175632
746,252,152,1729175632
747,255,152,1729175632
748,254,152,1729175632
749,249,152,1729175632
750,248,152,1729175632
751,251,152,1729175632
752,250,152,1729175632
753,5,152,1729175633
754,4,152,1729175633
755,7,152,1729175633
756,6,152,1729175633
757,1,152,1729175681
765,9,95,1729199556
766,11,94,1729268389
767,21,134,1729598078
768,20,94,1729620670
769,454,132,1726563258
770,259,141,1727260714
771,23,94,1729689496
772,22,142,1729693170
773,17,94,1729778535
774,3914,95,1724577212
775,435,132,1726562802
776,16,97,1730116594
777,341,138,1727888039
778,19,116,1730189914
779,18,109,1730202901
782,31,153,1730560342
783,30,153,1730560343
784,25,153,1730560343
785,24,153,1730560343
786,27,153,1730560343
787,26,153,1730560343
788,37,153,1730560343
789,36,153,1730560343
790,39,153,1730560343
791,38,153,1730560343
792,33,153,1730560343
793,32,153,1730560343
794,35,153,1730560343
795,34,153,1730560343
796,45,153,1730560343
797,44,153,1730560343
798,47,153,1730560343
799,46,153,1730560343
800,41,153,1730560343
801,40,153,1730560343
802,43,153,1730560343
803,42,153,1730560343
804,53,153,1730560343
805,3101,153,1718570817
806,55,99,1730895483
807,49,94,1730999481
808,48,116,1731079587
809,51,116,1731317034
810,50,94,1731425353
811,60,97,1731506110
812,460,137,1726563258
813,63,94,1731600545
814,62,116,1731600941
815,57,94,1731669417
816,56,95,1731764263
817,58,94,1731842915
818,71,116,1732028317
819,70,95,1732031824
820,65,95,1732047413
821,64,116,1732088958
822,67,94,1732170171
823,66,116,1732189618
824,77,116,1732189662
825,76,142,1732217588
826,79,116,1732292693
827,73,140,1732550343
828,72,94,1732569876
829,75,96,1732707996
830,87,116,1732867820
833,86,94,1732898834
834,83,116,1733142833
835,82,116,1733315487
836,95,116,1733829808
837,89,94,1733924689
838,91,94,1734010784
839,101,95,1734269068
840,100,104,1734345307
841,103,116,1734364322
842,102,94,1734555746
843,97,116,1734607370
844,99,94,1734784826
845,117,94,1736339024
846,116,94,1736422184
847,118,94,1736608822
848,113,95,1736630764
849,115,116,1736856757
850,127,94,1737210777
851,121,95,1737218171
852,122,94,1737375632
853,901,95,1737454022
854,903,94,1737551126
855,897,95,1737660929
856,896,116,1737730803
857,898,95,1737881503
858,909,95,1737881932
859,908,95,1737986086
860,911,116,1737997668
861,907,95,1738406696
862,906,94,1738408332
863,917,94,1738429020
864,917,95,1738429020
865,913,94,1738601761
866,914,94,1738612446
867,925,95,1738757672
868,924,116,1738769233
869,927,95,1738770595
870,926,95,1738784968
871,920,94,1739033726
872,923,94,1739285238
873,3740,116,1724849048
874,933,95,1739570275
875,932,95,1739629569
876,935,95,1739706682
877,934,94,1739742051
878,929,94,1739742200
879,928,95,1739798021
880,931,95,1740049537
881,930,116,1740050924
882,941,95,1740123868
883,943,94,1740391387
884,942,94,1740393139
885,937,94,1740417020
886,936,94,1740419508
887,114,94,1736952223
888,939,94,1740734642
889,938,95,1740745141
890,3997,94,1723450986
891,949,94,1740813769
892,948,94,1740815135
893,951,94,1740828827
894,945,94,1740835930
895,944,94,1740837308
896,947,94,1740907703
897,957,94,1740917052
898,3094,94,1718385616
899,956,95,1740991921
900,959,94,1741026821
901,958,94,1741027366
902,112,94,1736673142
903,953,94,1741119743
904,952,94,1741246690
905,955,94,1741284050
